Hash,Name,Source,Max Bounty($),Total Paid Amount($),Response Time(mins),Languages,Product Types,Project Types,Ecosystems,Program Types,Last Updated
2460a5aed592069968217d1c51da5df5f5f8c7b8d4344585d7ee2510b0777ccf,Ocean Protocol,Immunefi,100000,666000,12699,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-05-04 16:53:40.990000+00:00
545484e054aff9967aa6e24a9797318b9d0e7d92f66e92477b928b2cc68e4274,Sturdy,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-11-01 15:17:22.106000+00:00
df13a3dbf1ad2a7ed31f61b285b352ee3931a625cfd941ef4e221c228feab8e1,Superfluid,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-06-06 03:27:31.742000+00:00
57220785d0edcd15e260455c7d5e55e1f751f0248e8ed0d638d225bfee09de17,WePiggy,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-12-13 04:26:39.424000+00:00
4dd46615ad415110840134dfc11fe7a6e7a2134efa597ef7eb2626068ba49dd8,WOOFi,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-04-14 16:15:30.597000+00:00
b59c76eb8c6722751b0dd57a0bce798a3970adc3caaaa494fc41e54dd0587417,IDEX,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-10-13 14:00:39.620000+00:00
1b0566acf3b2fc5968c0cb220027f840dc408f5925fa19f81bac981d4047c6a8,Astroport,Immunefi,100000,0,0,"Rust","Rust","Rust","Rust","Rust",2023-03-28 12:35:43.750000+00:00
87f02f23d507a77e7ad009b2c4ef19f5e0353a6a55141897844f2a84c6625fa7,Rai,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-01-02 22:09:55.791000+00:00
e5cb2161664f80a226f1491e8664f8e28e442dd278764da3019d93ab65067024,BiFi,Immunefi,100000,250,2133,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-07-18 15:15:40.902000+00:00
3114bd2b3c9a88cf16cc396de03cae444717b92eb2043dc6f37e19bdfb19ddc7,Polkastarter,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-10-19 23:06:57.350000+00:00
ca20c8d22f1443a3432df4bb395bab083c7fb4b486bc0ebac7c8877f85ed8aef,Jet Protocol,Immunefi,100000,165500,10542,"Rust","Rust","Rust","Rust","Rust",2022-10-13 14:00:57.922000+00:00
e0ae3f23ab0880995a159b6d92efe644f5ced97d06afa6f9374b749ce2fb3831,Popsicle,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-03-08 17:43:58.012000+00:00
b8ed643f6e6145c5a681da2a7d9987a3e7b682db93c6338123ed327b07745aca,CoinFLEX,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-10-13 13:58:52.017000+00:00
9517229eda1f7fb76aee09a4cb956f09b21dc0471a7f17f7a5f5beb4cd1719b2,dForce,Immunefi,100000,0,4472,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-11-18 16:08:44.318000+00:00
13b9a67af141f84cbb5d788999a2f311a6bfaa7dca12afebf03150ff348114ce,BProtocol,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-06-26 17:43:46.203000+00:00
439b674c7cb8381652c159898b643a9d2fa6ebaa9f9d8931f4b90a48963eb594,Alpaca Finance,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-05-03 05:38:05.058000+00:00
cc3e42a14d87253b88b9603750dde6b076df51c3f64cd18cc53ed05b33e125de,MUX,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-03-08 18:34:18.748000+00:00
051326179bdc092b3cbfb1d557f8326fc581ec7a3c1ba25c882767b9e6f07db3,DODO,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-05-07 17:38:25.510000+00:00
d302f66820e7e6f6d747682435ab7a3390c3981d3a7a7ecbe3800dedb80a19e5,Shadow Farm,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-10-13 14:03:32.794000+00:00
b4c9c8115aaaf958f5e00f31c80bcd3849ff06146946f4d27fe00572c68d4f49,Ease,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-10-13 13:59:30.748000+00:00
efa46056ec8491f418136b9b5c5104d4a87bd7ba02be960223a7ca5fe29c2424,Summer.fi,Immunefi,100000,26000,2093,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-06-26 16:44:11.985000+00:00
abd6312a413a3687dc05770b267e013f5429c16d3cb02c278235b0a93f0f387e,Synthetix,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-03-08 17:55:10.327000+00:00
e1b206172f17482f7379f7a5f55875a7e0768c6a61dc8273845183858841a170,Primitive,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-05-26 18:24:35.567000+00:00
e7886b525dfcbe560234ced1ded9f72eed2c45b40090874241124d7d070203c5,Harvest Finance,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-04-03 22:28:45.597000+00:00
554ce0ab5eda87f4fc2397a18ae3b0673ba20bc8a7c2d548494b5b0e65bb5a12,Impossible Finance,Immunefi,94000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-04-04 14:47:47.023000+00:00
dbb0514b1e41336642648fc5289c91a311b5936c70c781c5b1686dae9cac1f8b,Forta Network,Immunefi,80000,86100,10580,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-05-09 14:10:15.734000+00:00
93470f9cb614c8935661c876ca7ecb0cab6008a90534fbc24b50364c8e362cd8,Horizen (Gobi Testnet),Immunefi,75000,0,0,"Rust","Rust","Rust","Rust","Rust",2023-04-21 04:07:57.093000+00:00
1b90676d150243cca15096478b2fe427efb2969dd40e914be5dc2fdee223b0a7,Bond Protocol,Immunefi,75000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-02-16 17:09:19.331000+00:00
b6d03df5dad30c552d3c90be8cc5c3fe71d0628ddf7bc48be90aba81ccc9af77,Beefy Finance,Immunefi,75000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-10-13 13:58:04.474000+00:00
5cb5617ae84a7bb96081249cd991722e957279e7ce1b43b66891e55b469ba99d,SORA,Immunefi,70000,0,0,"Solidity,Rust","Solidity,Rust","Solidity,Rust","Solidity,Rust","Solidity,Rust",2023-01-29 03:42:33.646000+00:00
9b9883de9ea1829a407de9f6a03f230a4d8859173c4f64080ac45ce03a599939,Mars Ecosystem,Immunefi,60000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-10-13 14:01:31.125000+00:00
2c211acb55f06b540a0777c3df76811e1ae1bd46bd89cef7dabd0dc904e6db10,Paladin,Immunefi,60000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-10-25 10:07:32.439000+00:00
ffc50e81fc45d7f4bd5623af8caec3e4f7ef7429aa46f8b30a6226bc0a174198,CoW Protocol,Immunefi,54000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-01-25 16:12:24.985000+00:00
f3e4b7d4d1dbd33f08b2a069248da507facc1a3438d73a1bf4d2ecc342aec137,MetaStreet,Immunefi,50000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-08-02 22:08:53.605000+00:00
f326876ae74ec009b0afb3d5228b8cacf147c8117034253afacaa5f23aebc961,Axiom,Immunefi,50000,0,0,"Solidity,Rust","Solidity,Rust","Solidity,Rust","Solidity,Rust","Solidity,Rust",2023-07-25 15:11:37.168000+00:00
3678983bc90f28d8adb6f48c6ac3e72254ae86c4a9fbf4c310bbe6aaca3e33fd,Gala Games,Immunefi,50000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-07-17 18:13:21.863000+00:00
4011e02ec1c4f8aa46407ba857e56d8d505efde1e78269a6fee3650631370e49,Sommelier,Immunefi,50000,0,0,"Solidity,Rust","Solidity,Rust","Solidity,Rust","Solidity,Rust","Solidity,Rust",2023-05-24 13:57:08.498000+00:00
b27f4d89f25e8b998b45e318787e0dee3f21f6631944c8f32abbd87b3f946908,Sense,Immunefi,50000,91000,6329,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-02-17 17:08:35.097000+00:00
b4b0ee4a8106d7c81cded7ca9856a48441e13e43ac0963a8b384ad1fb9b20b41,Vesper,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-04-21 20:23:11.029000+00:00
0cfb6916e722c269e2e94e65bfddace1af43aa422222b5306eb628a9f522cd51,Saddle,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-03-08 18:00:27.766000+00:00
18c9222d7dd6faca0985867169ee39220edadf02ec7ce0511651f8809f55dcb9,Idle Finance,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-03-29 15:05:11.918000+00:00
b7572c6dcfcdc9ccd0d530d9f0801462e5fe5c17282e63827e527e2e5c65a2e9,Lossless,Immunefi,50000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-11-18 16:54:50.248000+00:00
87c0bf1c08cd82f1816e5dfa19c3fe7974ad0373a0d04195cd96a15341add96c,dHEDGE,Immunefi,50000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-04-21 12:32:50.755000+00:00
fee39b3394eab2ef91e1881666d10b0a0e209e11ea578826ac77b8a22d3fe9e7,Gamma,Immunefi,50000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-03-31 21:26:32.126000+00:00
8ac293ceb2fcbffd286480a31f2b32af1bf188e30d149fd102ed3ed669756c5a,LatteSwap,Immunefi,50000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-10-13 14:01:07.397000+00:00
7ebda9efebf4d3858911af830558dd7fd2c97e0c21dfe764b666f7b807659978,Lyra,Immunefi,50000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-01-16 02:51:21.020000+00:00
6f6338d40ed41c3e88c68740e8fd70b4d3e8efff4933e6f8cfa21f197a248a1f,Ichi,Immunefi,50000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-04-04 16:58:14.354000+00:00
fb0559fe2c94496aef4c0efdc3de645cd5bd483c0aee25ffbe04a0c43f738b75,Foundation,Immunefi,50000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-10-13 13:59:50.102000+00:00
f820361fb7209502baad2798974e1a83b5abbb08818d82833b2654bb225c0fb6,Integral,Immunefi,50000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-08-04 16:55:29.215000+00:00
811493e70b189b1814e021f3312a40581d10793be09a59ceb6e6831c155e54eb,Nexus Mutual,Immunefi,50000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-03-08 18:33:09.615000+00:00
079da6afc5ac821f46c533b81ad3f9d089942583a18311a399a5770d65c355cd,Immunefi,Immunefi,50000,18736,1385,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-06-16 11:08:29.742000+00:00
b94544f46715f0a6fcb19454ba110613d824e45c8fa7e5eb4b52a49ec37b3fd0,Serai,Immunefi,30000,0,0,"Rust","Rust","Rust","Rust","Rust",2023-08-04 16:09:35.543000+00:00
67a645878b81ee29d1a2017a0191af8a3f00956bdacf263a23600d46e61d0813,Boson Protocol,Immunefi,30000,117000,11004,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-08-04 16:37:45.283000+00:00
a80a2847dd42fcc1270d46d554b0e56f2836b94f49cd1f96952270b3ad080f18,Zenlink,Immunefi,30000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-05-03 12:55:45.460000+00:00
8b9c66563aa1a202111b01105759dd62533d1d394f495890eac24e17359d94be,Duet Finance,Immunefi,30000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-10-24 16:23:53.737000+00:00
51dccc20fcb4f206b96d3bfcddbe6c5226de4987a6afbd6b148f6baf3c88d067,Rubic,Immunefi,25000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-07-31 13:49:19.746000+00:00
84cafab3f3c419c312ca9836dfaf275945578dbe7921d7e4c26fb56731806312,Cyan,Immunefi,25000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-07-13 03:23:06.962000+00:00
69d270dac3c732133e7f73c8e4d232e04a951be0279d8b285a7ef68c84aa3cc4,Sector Finance,Immunefi,25000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-07-12 01:12:54.368000+00:00
b5c0087e2035f717bf45ebf4740839a84e7cd92c20836a2775b058ed84275cdd,Aloe Protocol,Immunefi,25000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-02-07 19:24:42.841000+00:00
0dd2d90df1bdcecdb324759d206a83f446bfea695401d6e9bac4e6a9a3d88817,Liquid Driver,Immunefi,50000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-02-06 22:03:57.961000+00:00
3d4a605b13cb832abdae9827e41d8056873bd2200c043d688c2a4552758bc47c,Ante Finance,Immunefi,50000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-11-10 18:26:03.687000+00:00
c5cdbea39c73c86d90ab7fb091fda591977ed1ffa6f88663db2c17efe28e1b78,MM Finance,Immunefi,50000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-03-08 17:39:32.824000+00:00
fb59bf2a59361f0e1753e431ae3a1b1c3ec6baf438028b73d45a2aad1af30a7b,Request Network,Immunefi,20000,0,0,"Solidity,Rust","Solidity,Rust","Solidity,Rust","Solidity,Rust","Solidity,Rust",2023-07-31 18:35:17.618000+00:00
d5fdc193e0d11af2262c51f0c1b083f3add6c78a950dfd338113de96e510d042,Local Traders,Immunefi,20000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-06-22 17:35:33.524000+00:00
6b83da7e6bf60334c8cf745f365219e7b9678f4000d0d423fa2a661a585ff34e,Nodle,Immunefi,20000,0,240,"Rust","Rust","Rust","Rust","Rust",2023-06-01 02:20:09.820000+00:00
bc1d4435b45a70415f6aa17dcf7b9f5c84e414e0415be9dc22f53c560a81f68c,MetalSwap,Immunefi,20000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-02-16 16:59:22.248000+00:00
1834b611db7baa5b70f9d82060ac09cbff96ac5bc8fca3dcab6dd389e8609f29,MYSO Finance,Immunefi,20000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-02-16 16:59:55.069000+00:00
6d1a2d9d53d5b5afd58f6268cb98d0384f775d54e5384e63745dd36b83f3f5ef,Unlockd,Immunefi,20000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-07-03 19:37:28.470000+00:00
eb840ed0de4c7898df1f970a35a9007f924dd07cc820d0bd476d8be66e46d8ce,Predy Finance,Immunefi,20000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-07-18 15:00:01.501000+00:00
10d4e753c0c995dd625f3062edce35ea1dc5f992eb7ff8ca1500d6099658674a,Bifrost Finance,Immunefi,20000,0,0,"Rust","Rust","Rust","Rust","Rust",2022-10-13 13:58:19.528000+00:00
3f943642d804a0b62b3f8a492d68d55bd662f9a7598656ea96fe08a99e15e1c2,WardenSwap,Immunefi,20000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-03-20 13:43:10.841000+00:00
feb1e512e5de08be865764b5681cebc68747140343a1547c66c1b00e9c47ba91,Charm,Immunefi,20000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-08-09 00:03:22.182000+00:00
b88aeb576503d65a39b01659b7b1e34d072d4beb6a05b8ef61febfa463b035f5,Enosys,Immunefi,15000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-06-28 19:25:14.276000+00:00
4a9c5b76a5c840c702ca9c9ea3547556a93c86a8235c22f9941c429f43d51dd7,Tapio,Immunefi,10000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-07-25 05:00:50.879000+00:00
4b4ba4a96247eaee6abfe170bcdc1eaa0878bc738809788faf5cdef225044755,OPNX,Immunefi,10000,0,0,"Solidity,Rust","Solidity,Rust","Solidity,Rust","Solidity,Rust","Solidity,Rust",2023-06-02 10:35:44.409000+00:00
7e7be25d9b292b5a93c6299bdb3b87260cb239bd02cdee884dd83c270db00560,JUSD,Immunefi,10000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-07-19 13:55:31.549000+00:00
fe25ab2e7229c748be21d2e5afa79d6fef39169e1c16eb28b2ef2b241b1d7f01,SPOT,Immunefi,10000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-02-16 17:05:59.313000+00:00
a624a37006a91061202e6d79819bd0bf365bc24e0f9baf7655cf4c00b431eba0,Moola,Immunefi,10000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-02-03 20:49:45.801000+00:00
1f967a120142a2c80263aa5b2111bdf52e0ed9682d243a96aa2c15975df01bb4,GYSR,Immunefi,10000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-06-20 22:46:18.412000+00:00
351b61b01dd2bbcb02820a23a3cac5f3dc874262e41630471cd63ad1f7282a99,ApeSwap,Immunefi,10000,24773,3316,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-06-20 18:20:40.776000+00:00
acc2beb1b162950957cd13bbe08b4779695151082280f5e09048b9d3f63bc699,StaFi: rDEX,Immunefi,25000,0,0,"Rust","Rust","Rust","Rust","Rust",2023-07-10 00:56:29.584000+00:00
42b433b438154e62bde6e94bd0ac261aae680e4b810731df9a156af53ba2419c,KogeFarm,Immunefi,25000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-10-24 16:24:22.026000+00:00
89e4bce707a81b65d15516b309188a16bfca20576ee2689313f76a603f5a4457,Tidal,Immunefi,25000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-03-22 17:17:21.651000+00:00
b99baae8fb584330f7d6b52bc26c373296c4bbe35446fe4873d3cab7776a1bca,dForce AMM,Immunefi,5000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-05-17 18:11:21.869000+00:00
80a50f9334b6b109e69639556e5bcf2cdadeca4cb57a4b4783cba4e0945c0b03,VersaGames,Immunefi,5000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-03-14 18:08:47.813000+00:00
9b8f319b1e18503c89a83e19de18b63874c8a03b6f2aeab00730273b7b3cc774,Tender.fi,Immunefi,4000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-02-16 17:07:07.019000+00:00
ebd02e8e2366ee24542636654f8c8c916a781b5f877eab54ccb23ae362ca8f84,Stack,Immunefi,2000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-06-08 15:16:16.081000+00:00
bb6f46aee0d8c015453eb253bccc847841b1b0f7ced292b5509397c5b45410e8,Pillar,Immunefi,1250,100,11205,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-04-18 15:25:37.454000+00:00
3ca2c9a082c1529931bdf74416622bbe6007d928539336ebe963b08e306d8d54,RociFi,Immunefi,1000,15500,11657,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-02-16 17:05:26.712000+00:00
98fdfac470ab01b0886a2e27edfae9ad586e28227a28503d6ff640d93ac0ecc7,Money on Chain,Immunefi,10000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-11-01 20:13:00.752000+00:00
89ecea3f6cdf67dcc41dd00f46cafa7b5c33af5b35b2ad901b8cfcda887ee5cd,StakeEasy,Immunefi,8000,1000,0,"Rust","Rust","Rust","Rust","Rust",2023-04-06 17:27:29.328000+00:00
0bb6fc79e08a4dc216fd0bde3a468a42fa22861fff06f0b2e3c3d266c3e26e51,SuperBots,Immunefi,8000,1100,9065,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-04-18 15:03:54.713000+00:00
2e9c650036d7ac3439c23720be73f5fcb2960d00c2210e18f8d8840fd0043473,Zerion,Immunefi,25000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-12-29 16:08:53.017000+00:00
b633a227e41fc9e5963e2b7ac167f741fbbf8ee3d89e4bf6b07ef4d7193d93da,Beta Finance,Immunefi,200000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-01-31 14:39:13.616000+00:00
70fcc5c6df8f3f08991fb612066b546e523161a93b5356aad61b4ea85d5fa477,Revest,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-10-26 14:39:43.112000+00:00
b1e772e1b60eef3582308e59863484cc7089425114e1476307a5768564aba293,Element Finance,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-03-08 18:01:26.801000+00:00
d29729919d2322eb768c40e2e45bc7bd5c543b1afcf1b38033790183a5d1135f,LayerZero (The World's Largest Bounty),Immunefi,15000000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-05-17 16:15:29.054000+00:00
4fd5542fb653d2458005072af1d241b3f3414b488c3d9b7e5270eb79223a828a,Polygon,Immunefi,1100000,5740026,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-05-05 04:22:57.892000+00:00
a59de858d5d396978f92fcb2800cba23f8a0cda046326606cdef3b7c299e47ed,Origin DeFi (OUSD and OETH),Immunefi,1000000,12700,422,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-07-12 00:27:17.178000+00:00
f49b444107592d4af62ad4d7a1eb1e5c4fb7fdfcc5697959295bde13cf20dd51,Raydium,Immunefi,505000,0,0,"Rust","Rust","Rust","Rust","Rust",2023-04-25 12:04:46.557000+00:00
d0435ae21168c8662f96d2831d4e0468f73ace01109865352bb2460f233f8c4f,Badger DAO,Immunefi,500000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2022-10-18 13:35:45.956000+00:00
d7d9cfa6e7d4ab1e521723ced8b3d6e69d6f5d81a8255845742b6c4a339e2efa,Shell Protocol,Immunefi,100000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-07-10 19:55:51.735000+00:00
f4a65b54e16aa71be89de38fede9f9cdd9af5f7b189a9955a5f210d7057b3201,Tropykus,Immunefi,50000,0,0,"Solidity","Solidity","Solidity","Solidity","Solidity",2023-03-28 02:30:23.850000+00:00
23dd04caafafb085aea933f59fbde5dfbc3ba363039be61a3438d1267ca4bb5f,Yield Protocol,Immunefi,250000,147600,2370,"Solidity,Rust","Solidity,Rust","Solidity,Rust","Solidity,Rust","Solidity,Rust",2023-08-04 16:39:56.435000+00:00
